etd_id_absence,etd_id_etudiant,etd_id_module,etd_date_absence,etd_type_seance,etd_justifiee,etd_duree_heures
2264,138,34,2024-05-15,TD,Oui,1.5
2266,138,46,2023-05-28,Cours,Oui,1.5
4921,263,130,2023-08-29,TD,Oui,1.5
2269,263,132,2024-03-16,TP,Oui,1.5
3460,139,173,2024-09-03,TD,Oui,1.5
2272,139,163,2025-09-07,TD,Oui,1.5
2273,139,173,2022-09-20,TD,Oui,1.5
2275,139,169,2025-11-15,TP,Oui,1.5
2277,139,164,2025-03-02,Cours,Oui,-1.5
2278,139,171,2024-08-12,TP,Oui,1.5
2280,139,169,2023-03-13,TD,Non,-1.5
2282,139,166,2024-03-22,TP,Oui,1.5
2286,139,168,2023-01-04,TP,Oui,-1.5
2289,266,168,2024-11-04,Cours,Non,1.5
2291,266,172,2022-07-04,TP,Non,1.5
2293,266,168,2023-01-10,TD,Non,1.5
2294,266,167,2024-04-14,TD,Non,1.5
2295,266,168,2022-11-03,Cours,Oui,1.5
2296,266,171,2023-01-07,Cours,Oui,1.5
2297,266,167,2023-03-16,TP,Oui,1.5
2298,266,165,2022-02-21,TP,Non,1.5
2299,266,170,2022-08-22,TP,Oui,1.5
3450,266,172,2022-08-06,TD,Oui,1.5
2303,266,166,2025-04-06,TP,Non,1.5
5475,266,166,2022-09-27,Cours,Non,1.5
8765,141,15,2022-06-16,TP,Oui,1.5
7153,141,14,2025-04-14,TD,Oui,1.5
2310,141,19,2025-02-28,TP,Non,1.5
7499,141,20,2022-08-30,TP,Non,1.5
2314,141,9,2024-03-21,TD,Non,1.5
2320,141,9,2024-04-25,TD,Non,1.5
2321,141,7,2025-03-25,Cours,Oui,1.5
2322,437,167,2025-01-11,TD,Oui,1.5
2324,437,163,2024-04-03,TP,Oui,1.5
2513,437,166,2022-08-12,TP,Oui,1.5
2327,270,191,2024-09-12,Cours,Non,1.5
1418,270,195,2024-11-17,Cours,Oui,1.5
2330,270,195,2025-10-01,Cours,Non,1.5
2331,270,196,2022-03-18,Cours,Non,1.5
2333,270,188,2025-08-26,Cours,Oui,-1.5
2335,270,193,2024-07-24,TD,Oui,1.5
2337,270,190,2024-01-18,TP,Oui,1.5
2338,270,188,2022-04-19,Cours,Non,1.5
2341,48,61,2024-06-25,Cours,Non,1.5
2342,48,55,2022-06-09,Cours,Oui,1.5
2343,48,59,2023-08-09,Cours,Non,1.5
1198,48,67,2025-02-07,TP,Non,1.5
2348,48,58,2024-10-02,TD,Non,1.5
11,48,66,2022-10-05,TD,Oui,1.5
2353,48,65,2023-09-25,TD,Oui,-1.5
2354,273,85,2024-10-15,TD,Non,1.5
2356,273,96,2025-11-13,TD,Non,1.5
2359,273,78,2023-11-12,TP,Oui,1.5
2361,273,85,2023-09-23,TP,Oui,1.5
2362,273,89,2022-10-13,Cours,Oui,1.5
542,273,82,2023-06-20,TD,Non,1.5
2364,273,83,2024-12-07,TP,Non,1.5
5312,273,84,2024-10-16,TD,Oui,1.5
2366,273,96,2024-02-28,Cours,Non,1.5
2367,144,26,2024-01-23,TD,Oui,1.5
3253,144,36,2025-01-19,TP,Non,1.5
8304,144,47,2023-10-28,TD,Oui,-1.5
7129,144,43,2025-01-03,Cours,Oui,1.5
2376,144,37,2024-01-17,TP,Oui,1.5
2378,144,44,2022-04-24,TP,Oui,1.5
1298,144,35,2022-12-05,TP,Non,1.5
2381,144,35,2025-08-01,TP,Non,1.5
2383,145,22,2025-10-02,TP,Non,1.5
2384,145,21,2022-07-03,TD,Oui,1.5
2385,145,11,2024-12-22,TD,Non,1.5
2386,145,20,2023-05-10,TD,Non,1.5
2389,145,21,2024-06-23,TP,Non,1.5
2390,145,6,2023-08-12,TD,Oui,1.5
2391,145,19,2022-10-13,Cours,Oui,1.5
2395,276,104,2024-01-14,Cours,Non,1.5
2400,276,120,2023-05-30,TD,Oui,-1.5
8909,276,102,2024-08-06,TD,Non,-1.5
2402,276,107,2024-03-27,TP,Oui,1.5
2403,276,106,2022-12-06,TP,Non,1.5
2404,276,117,2023-01-28,Cours,Non,1.5
2405,276,119,2024-09-10,Cours,Oui,1.5
1882,276,107,2024-01-16,Cours,Non,-1.5
2409,277,145,2023-12-31,TD,Oui,1.5
2411,277,144,2025-12-21,TP,Non,1.5
2412,277,146,2025-05-17,TD,Oui,1.5
2947,277,135,2022-01-05,TD,Oui,1.5
7896,277,143,2025-06-22,Cours,Non,1.5
7400,181,77,2024-11-28,TD,Oui,1.5
2421,181,88,2024-05-24,Cours,Oui,1.5
8588,181,83,2025-12-17,Cours,Oui,1.5
2428,181,89,2025-03-01,Cours,Oui,-1.5
5107,181,78,2022-08-11,TP,Non,1.5
3106,181,98,2023-05-03,TP,Non,1.5
2434,181,94,2023-04-10,Cours,Oui,1.5
6366,279,5,2024-06-15,Cours,Non,-1.5
2443,279,14,2023-07-07,TP,Non,-1.5
2445,279,8,2023-10-23,TP,Non,1.5
2448,279,2,2024-05-01,Cours,Non,1.5
2450,279,18,2023-02-05,TP,Oui,1.5
2451,279,5,2025-05-01,TP,Non,1.5
2453,280,88,2024-02-03,TD,Non,-1.5
1307,280,77,2022-09-19,Cours,Non,1.5
6635,280,90,2025-03-06,Cours,Non,1.5
2458,280,93,2024-09-19,Cours,Oui,-1.5
7401,280,81,2023-10-26,TD,Non,1.5
2460,280,83,2025-08-17,TP,Non,1.5
2462,280,82,2023-12-17,TD,Non,1.5
2465,316,160,2022-10-23,TP,Non,1.5
2466,316,160,2022-06-06,TD,Oui,1.5
2467,316,157,2022-07-05,TP,Oui,1.5
2470,282,192,2024-08-06,TD,Non,1.5
2472,282,196,2022-12-20,Cours,Non,1.5
2473,282,194,2025-06-28,Cours,Non,1.5
2474,282,194,2023-02-08,TD,Non,1.5
2475,282,187,2023-10-14,Cours,Non,1.5
2480,148,133,2025-08-24,Cours,Oui,1.5
2482,148,148,2022-10-06,TD,Oui,1.5
2483,284,46,2025-02-15,TP,Oui,-1.5
2485,284,31,2025-12-20,TP,Non,1.5
2487,284,31,2022-03-06,TD,Non,1.5
2489,207,158,2024-03-06,TP,Non,-1.5
2490,207,153,2025-07-19,Cours,Non,1.5
2491,207,156,2023-09-04,TP,Non,1.5
2492,207,157,2024-05-21,Cours,Oui,1.5
4618,207,151,2025-10-09,TP,Oui,1.5
2495,207,154,2022-10-28,Cours,Non,1.5
2498,207,158,2024-01-19,Cours,Oui,1.5
2500,207,153,2023-06-28,TD,Oui,1.5
2501,207,154,2023-04-16,Cours,Oui,1.5
4551,207,158,2025-02-12,Cours,Oui,-1.5
2506,286,201,2025-04-14,TP,Non,1.5
2507,286,201,2023-07-31,TP,Non,1.5
308,286,207,2022-08-04,TD,Non,1.5
73,286,201,2024-04-01,TP,Non,1.5
6910,286,202,2024-06-24,TD,Non,1.5
2516,286,203,2025-12-04,Cours,Non,1.5
2518,286,203,2022-01-11,Cours,Non,1.5
2520,286,204,2023-06-23,Cours,Oui,1.5
2521,286,205,2023-04-23,TD,Oui,-1.5
2522,149,181,2023-02-27,TD,Oui,1.5
2523,149,178,2024-02-18,TP,Oui,-1.5
1005,149,175,2025-11-29,Cours,Oui,-1.5
2528,224,204,2025-11-19,Cours,Non,1.5
2529,224,209,2022-03-26,TP,Non,1.5
2534,289,32,2023-12-19,TD,Non,1.5
2535,290,164,2023-12-27,TD,Oui,1.5
5973,290,170,2023-01-03,TP,Oui,1.5
1238,150,28,2025-10-22,Cours,Oui,1.5
2542,150,48,2024-02-09,Cours,Oui,1.5
6034,151,46,2024-07-29,TP,Oui,1.5
2544,151,35,2023-04-17,TP,Non,1.5
2548,151,47,2023-08-12,TD,Non,1.5
4869,151,31,2025-07-03,Cours,Non,-1.5
2550,151,36,2023-06-21,TD,Oui,1.5
2551,293,22,2024-04-14,TD,Non,1.5
6895,293,15,2022-12-06,Cours,Non,1.5
2555,293,5,2022-02-14,TD,Non,1.5
2565,252,155,2025-03-19,Cours,Non,1.5
2566,252,152,2024-10-12,TP,Oui,1.5
2073,252,161,2023-02-20,Cours,Oui,-1.5
2568,252,160,2025-04-15,Cours,Non,1.5
3667,252,154,2024-01-26,TP,Oui,-1.5
2573,296,37,2022-09-25,TP,Oui,1.5
2574,296,47,2022-05-15,TP,Non,1.5
5633,296,41,2022-06-26,TP,Oui,1.5
909,296,30,2022-12-03,TP,Oui,1.5
2578,296,32,2022-06-13,TD,Non,1.5
2580,296,32,2022-10-29,TD,Oui,1.5
2582,296,41,2024-04-14,TP,Non,1.5
2584,296,37,2022-02-26,Cours,Non,1.5
2585,296,44,2024-09-02,TD,Non,1.5
2586,296,39,2022-10-06,TD,Non,1.5
2587,480,166,2022-10-01,TP,Oui,1.5
33,480,173,2023-12-04,TD,Oui,-1.5
2591,480,167,2023-09-14,Cours,Non,1.5
7844,480,163,2024-09-20,Cours,Oui,1.5
4671,480,166,2024-12-29,TD,Oui,1.5
4830,298,69,2022-04-20,Cours,Non,1.5
2600,298,66,2023-04-27,TP,Non,1.5
947,298,59,2023-04-07,Cours,Non,1.5
2605,299,18,2024-01-05,Cours,Oui,1.5
4507,299,7,2022-12-27,TP,Oui,-1.5
7851,153,106,2024-04-17,TP,Oui,1.5
2618,153,102,2024-10-22,Cours,Non,1.5
2620,153,112,2024-01-09,Cours,Oui,1.5
4256,154,73,2024-10-04,TP,Non,1.5
2625,154,70,2024-04-10,TP,Oui,1.5
2628,154,61,2024-12-29,TD,Oui,1.5
2631,154,59,2022-09-10,TP,Non,1.5
3716,154,62,2025-05-12,TP,Oui,1.5
2639,302,200,2024-04-10,TD,Oui,1.5
2641,302,209,2024-04-20,TP,Oui,1.5
2644,302,205,2025-08-23,TD,Non,1.5
1561,302,200,2025-03-22,TD,Oui,1.5
2647,302,203,2022-03-21,TP,Oui,1.5
2650,302,202,2025-08-12,TD,Non,1.5
2659,303,78,2025-04-01,Cours,Non,1.5
4715,303,86,2025-05-15,TD,Non,1.5
2661,303,88,2024-01-12,TP,Oui,1.5
5416,303,79,2023-07-08,TP,Non,1.5
2664,303,82,2025-05-26,TD,Non,1.5
2488,303,92,2023-09-21,TD,Non,1.5
1755,303,85,2025-03-08,TD,Oui,1.5
2668,155,108,2022-01-20,TD,Oui,-1.5
2669,155,116,2025-02-20,TP,Non,1.5
2671,155,108,2023-02-24,Cours,Oui,1.5
2672,155,101,2023-01-17,TD,Non,1.5
2674,155,120,2025-07-22,TP,Oui,1.5
4098,155,111,2025-10-07,TD,Non,1.5
2676,155,120,2025-10-21,TD,Oui,-1.5
2678,155,117,2024-07-16,TP,Oui,1.5
2679,155,104,2023-08-07,TD,Non,1.5
2680,155,101,2022-03-04,TP,Oui,1.5
2684,307,128,2022-10-11,Cours,Non,1.5
8910,307,139,2023-10-04,TP,Oui,1.5
2688,243,175,2025-10-30,TP,Oui,1.5
6012,309,180,2024-08-23,TD,Non,1.5
3270,309,180,2022-12-11,TP,Oui,1.5
2692,309,177,2025-10-22,TD,Non,-48.0
2694,309,178,2024-02-25,TD,Non,1.5
2695,309,181,2022-06-09,Cours,Non,1.5
2550,310,194,2022-08-01,TD,Oui,-1.5
2698,310,190,2025-03-17,TP,Oui,1.5
742,310,195,2024-06-10,TP,Non,1.5
2706,310,190,2024-08-30,TD,Oui,1.5
2707,310,189,2022-11-15,TP,Non,1.5
2709,310,187,2024-02-19,TP,Non,1.5
2711,310,197,2022-01-28,TD,Oui,1.5
2712,310,192,2025-11-21,TD,Oui,1.5
2715,311,180,2024-11-12,TP,Non,1.5
2717,311,180,2022-10-01,TP,Oui,1.5
3016,311,177,2023-01-28,TD,Non,1.5
2719,311,176,2025-04-24,Cours,Oui,1.5
3593,311,177,2024-10-30,TP,Non,1.5
2721,311,181,2025-05-08,TP,Oui,1.5
2723,311,185,2022-12-13,Cours,Non,1.5
1313,311,177,2022-07-11,TD,Oui,1.5
4868,311,177,2024-07-16,Cours,Oui,-1.5
2729,311,183,2025-09-21,TP,Oui,1.5
2731,158,195,2024-08-30,TD,Oui,1.5
2733,158,191,2024-11-01,TP,Oui,1.5
2734,158,189,2025-11-15,TD,Oui,1.5
5993,158,197,2023-02-24,TP,Non,-1.5
2740,159,157,2023-11-21,TD,Oui,1.5
2741,159,157,2025-12-03,TD,Oui,1.5
8016,314,171,2023-01-06,TD,Oui,1.5
2892,160,148,2022-08-02,TP,Oui,1.5
2751,160,139,2024-06-28,TP,Oui,1.5
7850,160,127,2024-02-25,Cours,Oui,1.5
2757,160,146,2025-02-10,TD,Non,1.5
2758,160,142,2025-09-30,TP,Non,1.5
2761,160,147,2024-01-28,TP,Non,-1.5
2762,160,138,2024-03-24,Cours,Non,1.5
4692,316,14,2022-04-27,TP,Oui,1.5
2767,316,11,2025-07-15,Cours,Non,1.5
2770,316,15,2025-02-04,TD,Non,1.5
5024,316,7,2024-10-14,TP,Non,1.5
2774,316,1,2022-03-14,TD,Non,1.5
1336,317,14,2024-07-01,Cours,Oui,1.5
2781,317,14,2022-11-28,TP,Oui,-1.5
1307,317,20,2024-09-02,TP,Oui,1.5
2784,317,11,2022-02-07,Cours,Oui,1.5
2786,317,10,2025-12-04,TD,Non,1.5
2787,317,12,2023-05-06,Cours,Non,-1.5
2788,317,2,2023-08-27,TD,Oui,1.5
2792,318,187,2025-08-13,TD,Oui,1.5
5890,318,197,2025-01-17,TP,Non,1.5
2794,318,193,2022-05-20,TD,Oui,1.5
2810,405,180,2025-06-12,TP,Non,-1.5
2813,320,164,2023-12-19,TP,Oui,1.5
2815,216,88,2022-03-26,Cours,Non,1.5
1802,216,89,2024-08-27,TD,Non,1.5
4242,216,78,2023-10-29,Cours,Oui,1.5
2820,216,80,2022-10-20,TP,Oui,1.5
2824,322,204,2024-05-01,TP,Oui,1.5
4085,165,166,2024-07-16,TD,Oui,-1.5
2827,165,170,2024-12-07,TP,Non,1.5
4518,165,164,2023-01-03,TP,Non,1.5
2830,165,163,2023-11-03,TD,Non,1.5
2831,324,5,2023-05-03,Cours,Non,1.5
2418,324,6,2025-05-18,TD,Oui,1.5
3807,324,6,2024-08-24,TP,Non,1.5
2835,324,22,2023-04-16,Cours,Non,-47.0
2837,324,18,2025-08-24,TD,Non,1.5
2844,325,57,2023-04-08,TD,Non,1.5
2845,325,52,2022-11-20,Cours,Non,1.5
6575,325,51,2022-09-14,TD,Oui,1.5
2048,325,73,2025-04-06,TD,Non,1.5
4215,325,68,2024-11-17,TP,Non,1.5
2850,325,54,2025-06-23,TP,Oui,1.5
3887,325,70,2023-06-17,Cours,Oui,1.5
2852,325,51,2022-07-06,TD,Non,1.5
2853,325,51,2024-06-06,Cours,Non,1.5
2960,325,73,2025-08-31,Cours,Non,1.5
2855,326,41,2023-01-13,TP,Oui,1.5
2856,247,187,2025-08-07,TD,Oui,-1.5
2858,247,195,2022-10-05,Cours,Oui,1.5
2862,247,192,2024-12-08,TD,Oui,1.5
2864,247,193,2023-05-31,TD,Oui,1.5
2868,247,188,2022-03-28,Cours,Oui,1.5
2869,328,199,2023-03-11,Cours,Non,1.5
2871,328,204,2024-01-19,TD,Non,1.5
7207,167,157,2023-06-24,TP,Oui,1.5
2873,167,152,2023-03-03,TP,Non,1.5
2072,167,160,2022-05-16,Cours,Non,1.5
2876,167,152,2024-01-07,Cours,Non,1.5
6536,167,151,2024-07-02,TD,Non,-1.5
6083,167,160,2024-08-13,TP,Oui,1.5
2166,330,67,2023-04-08,TD,Non,1.5
2887,330,60,2025-10-21,TP,Oui,1.5
2888,330,65,2022-11-18,Cours,Oui,1.5
2890,330,73,2024-10-21,TD,Non,1.5
2892,330,52,2025-09-08,TP,Non,1.5
270,330,59,2024-05-28,TD,Non,1.5
2894,331,43,2022-03-20,TD,Non,1.5
2027,331,48,2023-10-01,Cours,Non,1.5
2897,331,44,2025-04-14,TP,Non,1.5
2898,331,40,2025-07-24,TP,Oui,-1.5
2903,332,143,2022-07-12,Cours,Non,1.5
5307,332,144,2024-09-19,Cours,Oui,-1.5
2908,332,139,2022-06-17,Cours,Non,1.5
6834,332,132,2023-03-20,TP,Oui,1.5
2917,333,59,2023-07-05,Cours,Oui,1.5
2918,333,71,2023-09-25,Cours,Non,1.5
2919,333,68,2024-07-16,Cours,Oui,-1.5
2924,334,89,2023-01-07,TD,Oui,1.5
1980,334,87,2024-02-11,Cours,Oui,1.5
2930,334,77,2024-01-27,TP,Oui,1.5
2931,334,76,2025-10-14,TP,Non,1.5
2934,334,96,2022-09-18,TP,Oui,1.5
2935,334,95,2024-05-16,Cours,Non,1.5
2936,171,207,2023-10-25,TD,Non,-1.5
2938,171,206,2025-11-21,TD,Oui,1.5
2940,337,207,2023-11-30,Cours,Oui,1.5
2944,337,204,2024-01-23,TD,Oui,1.5
5145,337,203,2022-02-14,Cours,Oui,1.5
2951,338,132,2023-02-12,TP,Non,1.5
2952,338,139,2024-12-06,Cours,Oui,1.5
7974,338,132,2025-09-25,Cours,Oui,-1.5
6901,338,132,2022-03-12,Cours,Non,1.5
2961,338,145,2025-10-23,TD,Non,1.5
8476,338,130,2024-11-16,TD,Non,1.5
2963,339,203,2023-04-22,TD,Oui,1.5
8703,339,207,2024-06-04,TP,Non,-1.5
2966,340,175,2022-12-25,TP,Non,1.5
2969,174,157,2025-10-12,Cours,Non,1.5
2575,174,152,2023-09-18,TP,Oui,1.5
2975,174,159,2022-08-12,TD,Non,1.5
2976,174,160,2022-10-01,TP,Oui,1.5
2978,174,160,2022-04-04,TP,Oui,1.5
2980,174,154,2025-12-16,Cours,Non,1.5
2981,174,152,2022-06-12,TD,Oui,1.5
2983,175,44,2025-10-09,TD,Non,1.5
2984,175,39,2025-03-28,TD,Non,1.5
2987,176,191,2023-01-22,TD,Oui,1.5
2990,344,208,2022-03-22,TP,Oui,1.5
4170,344,206,2023-03-25,TD,Non,-1.5
2994,344,201,2022-09-22,TD,Non,1.5
2995,344,208,2023-04-10,TD,Oui,1.5
2997,344,203,2022-10-10,TP,Oui,1.5
2998,344,207,2023-07-18,TD,Non,1.5
3002,345,96,2024-07-20,Cours,Oui,1.5
2337,345,82,2024-01-11,Cours,Non,1.5
3005,345,87,2024-12-19,Cours,Oui,1.5
3007,345,95,2022-12-21,TD,Oui,1.5
5851,345,93,2022-09-01,Cours,Non,1.5
3157,345,85,2023-04-18,TP,Non,1.5
2809,345,95,2023-11-16,Cours,Oui,1.5
3013,345,84,2022-04-25,TD,Oui,1.5
3780,346,208,2025-08-19,TD,Non,1.5
3015,346,206,2023-11-29,TP,Non,1.5
3016,346,200,2024-01-02,TP,Non,1.5
1382,346,206,2022-02-06,TP,Oui,1.5
7153,346,205,2025-04-10,Cours,Non,1.5
3020,346,201,2024-04-09,TP,Oui,1.5
6729,346,200,2024-11-07,TP,Oui,1.5
3022,346,201,2023-05-05,TP,Non,-1.5
3025,346,204,2024-10-18,TD,Non,1.5
3026,347,156,2023-08-20,TD,Oui,1.5
3028,348,183,2023-07-10,Cours,Non,1.5
3029,348,183,2025-09-25,Cours,Non,-1.5
3030,348,177,2023-04-14,Cours,Non,1.5
3031,348,180,2022-01-24,TD,Oui,-1.5
3032,348,185,2022-08-10,TP,Oui,1.5
6288,348,183,2022-04-12,TP,Non,1.5
3034,348,182,2025-04-13,Cours,Non,1.5
3035,348,177,2022-01-10,TD,Oui,1.5
8368,349,157,2023-02-17,TD,Oui,1.5
3038,349,151,2022-10-21,Cours,Non,1.5
3044,349,154,2023-02-23,TD,Oui,1.5
2442,349,161,2024-07-02,TD,Oui,1.5
7178,349,154,2025-11-28,Cours,Oui,1.5
3051,350,181,2025-12-10,TP,Oui,1.5
359,350,176,2022-04-28,TP,Oui,1.5
3054,350,184,2023-08-05,TD,Oui,1.5
3055,350,177,2024-02-06,TD,Oui,1.5
3058,351,180,2025-08-07,TP,Oui,1.5
3060,351,178,2022-01-17,Cours,Oui,1.5
3062,351,177,2024-08-17,TP,Oui,1.5
3063,351,180,2025-05-28,TD,Non,1.5
3064,351,181,2025-05-29,TD,Oui,1.5
3065,351,180,2023-08-05,TP,Oui,1.5
923,351,177,2023-04-15,Cours,Oui,1.5
3070,351,178,2022-08-08,Cours,Oui,1.5
5148,351,184,2022-07-10,Cours,Non,1.5
3077,352,139,2022-06-28,TD,Non,1.5
5691,352,129,2025-10-26,TP,Oui,1.5
3080,178,159,2022-10-01,TP,Non,1.5
3082,178,161,2024-03-31,Cours,Non,1.5
3083,178,152,2023-11-21,TP,Oui,1.5
3085,178,152,2022-07-04,TP,Non,1.5
3087,354,127,2025-12-03,Cours,Oui,1.5
3088,354,137,2023-07-02,TD,Non,1.5
3092,354,146,2023-09-08,TD,Non,1.5
3093,354,134,2022-10-29,Cours,Oui,1.5
6212,354,133,2023-08-07,Cours,Non,-1.5
3096,354,135,2025-05-20,TP,Non,1.5
3099,354,142,2025-11-21,Cours,Oui,1.5
3101,354,140,2024-10-23,TP,Non,1.5
3102,179,44,2023-01-03,TP,Oui,1.5
3103,179,45,2022-09-28,TP,Non,1.5
3105,179,26,2023-03-22,TD,Non,1.5
3109,89,208,2022-08-06,Cours,Non,-1.5
3110,89,205,2022-09-21,TP,Non,1.5
3112,89,207,2025-06-25,Cours,Oui,1.5
5329,89,199,2022-07-13,TP,Oui,1.5
3117,89,203,2025-05-23,TP,Oui,1.5
3120,89,203,2024-04-29,TP,Non,1.5
3122,89,203,2025-06-15,TP,Non,1.5
3124,89,199,2025-05-18,Cours,Non,1.5
2318,357,89,2023-06-12,Cours,Non,1.5
4392,357,89,2025-07-27,TD,Non,1.5
3128,357,87,2025-08-09,TD,Oui,1.5
8104,357,77,2024-10-13,TD,Oui,1.5
3133,357,83,2023-07-01,TP,Non,1.5
3136,357,82,2025-08-15,TP,Non,1.5
3138,358,205,2025-06-01,TD,Non,1.5
3142,358,208,2025-11-10,Cours,Oui,1.5
3143,358,203,2024-12-30,TD,Non,1.5
4197,358,202,2024-07-09,Cours,Oui,1.5
3145,358,203,2025-11-15,TD,Non,1.5
3146,358,203,2022-07-15,TP,Oui,1.5
3149,358,200,2022-08-03,TP,Oui,1.5
1912,358,200,2023-02-28,Cours,Oui,1.5
3153,359,142,2022-04-15,Cours,Oui,-1.5
3154,359,141,2025-08-04,TD,Non,1.5
1994,359,129,2022-07-07,Cours,Oui,1.5
3157,359,139,2022-10-26,TD,Non,1.5
3158,359,135,2025-04-21,Cours,Non,1.5
1832,359,136,2025-05-11,TD,Non,1.5
3162,359,138,2025-06-24,TD,Oui,-1.5
2797,359,137,2024-11-15,TD,Non,1.5
3237,182,154,2022-03-10,TD,Non,1.5
3167,182,153,2022-02-28,TD,Oui,1.5
3168,182,151,2024-02-25,TD,Oui,1.5
3169,182,159,2023-12-03,TP,Non,1.5
3171,182,159,2022-03-25,Cours,Oui,1.5
608,182,151,2022-10-26,TP,Non,1.5
3173,182,159,2025-11-18,TP,Non,-1.5
3795,182,157,2023-08-28,TD,Oui,1.5
3176,366,178,2024-05-23,Cours,Non,1.5
3177,366,182,2025-04-20,Cours,Oui,1.5
3180,366,183,2022-02-24,Cours,Oui,1.5
5273,183,185,2025-03-11,Cours,Oui,1.5
3185,183,176,2024-10-03,TD,Oui,1.5
3187,308,197,2022-01-30,Cours,Oui,1.5
3188,308,193,2024-08-29,TP,Oui,-1.5
3189,308,192,2025-11-23,TD,Oui,-1.5
3192,364,89,2022-05-28,Cours,Non,1.5
3281,365,77,2024-02-14,Cours,Oui,1.5
3195,365,88,2022-09-23,TP,Oui,-1.5
2626,365,84,2023-10-23,Cours,Oui,1.5
2061,365,86,2025-04-13,TD,Oui,1.5
6951,365,87,2023-06-30,TP,Non,1.5
3199,365,94,2022-03-02,TP,Non,1.5
3201,365,92,2024-11-10,TD,Oui,1.5
3205,365,90,2023-11-12,TD,Non,1.5
3617,365,77,2024-01-29,TP,Oui,1.5
1104,365,97,2025-02-20,Cours,Oui,1.5
3210,365,95,2022-04-08,TP,Oui,1.5
5696,184,194,2025-03-04,TD,Non,1.5
6705,184,190,2024-10-10,TD,Oui,1.5
3214,184,189,2024-10-07,TD,Non,1.5
2277,184,188,2025-08-27,TD,Non,1.5
3216,184,193,2023-05-08,Cours,Non,1.5
4674,184,190,2022-08-23,Cours,Non,1.5
4777,367,153,2025-08-18,Cours,Oui,1.5
3221,367,159,2025-07-23,Cours,Non,1.5
3224,368,173,2022-04-25,TD,Oui,1.5
3225,368,166,2024-09-02,TD,Oui,1.5
3227,368,173,2023-02-17,TP,Oui,1.5
3228,368,171,2022-06-17,TP,Oui,1.5
1743,368,171,2025-10-29,TD,Oui,1.5
2554,369,103,2024-07-08,TP,Oui,1.5
3233,369,117,2025-10-18,TD,Non,1.5
3234,369,116,2024-08-02,TD,Non,1.5
3235,369,110,2023-09-24,TD,Oui,1.5
3237,369,121,2025-04-19,Cours,Oui,1.5
2403,369,101,2022-04-27,TP,Non,1.5
3239,369,118,2024-01-30,Cours,Oui,1.5
3241,370,123,2022-10-16,TD,Non,1.5
3244,161,142,2024-11-02,Cours,Oui,1.5
7226,161,137,2024-09-09,Cours,Oui,1.5
4055,161,146,2024-03-26,TD,Non,1.5
5843,372,102,2022-04-12,TP,Oui,1.5
3250,372,103,2023-12-13,TD,Non,1.5
3254,185,196,2025-11-15,TD,Oui,1.5
3256,185,194,2025-12-12,TP,Oui,1.5
3257,185,191,2022-01-15,TD,Non,1.5
3259,185,195,2025-04-16,TD,Non,1.5
3261,186,204,2023-02-12,TD,Non,1.5
3262,186,206,2023-02-16,TP,Non,1.5
3263,375,88,2024-02-16,Cours,Oui,1.5
3265,375,97,2023-05-05,Cours,Non,1.5
3266,375,97,2023-05-01,TP,Oui,1.5
3268,433,168,2025-06-29,TP,Oui,1.5
3270,433,167,2024-07-10,TP,Oui,1.5
3272,433,169,2024-04-25,TD,Non,1.5
3275,433,171,2025-06-19,TD,Oui,1.5
3282,433,163,2024-02-17,TD,Non,1.5
4129,433,170,2022-02-25,TP,Oui,1.5
8149,433,170,2023-05-12,TD,Non,1.5
7125,378,47,2024-11-01,TP,Oui,1.5
3289,378,47,2025-07-25,TP,Oui,-1.5
3290,378,39,2025-11-11,TD,Non,1.5
3291,378,40,2023-01-01,TD,Oui,1.5
3292,378,39,2022-12-08,Cours,Non,1.5
3295,378,28,2023-07-03,TP,Non,1.5
8334,378,46,2025-10-16,Cours,Non,1.5
3297,378,28,2025-12-24,TD,Oui,-1.5
3298,378,30,2025-11-13,TP,Oui,1.5
3299,378,28,2023-07-08,Cours,Non,1.5
762,378,37,2024-11-05,TD,Oui,1.5
4224,378,39,2023-09-25,Cours,Non,1.5
3307,191,28,2023-09-18,Cours,Oui,1.5
2102,191,26,2022-10-14,Cours,Oui,1.5
3309,191,47,2025-03-19,TP,Oui,-1.5
3311,191,29,2024-04-13,Cours,Non,1.5
3312,191,37,2025-12-05,TD,Non,1.5
1725,191,28,2022-11-14,Cours,Oui,1.5
3318,380,102,2022-08-19,TP,Oui,-1.5
3322,380,107,2023-09-08,Cours,Oui,1.5
3168,380,117,2022-09-07,Cours,Non,1.5
3326,380,117,2025-01-12,Cours,Non,1.5
3327,380,108,2024-03-03,Cours,Oui,1.5
3328,380,121,2024-05-11,Cours,Oui,1.5
3329,380,113,2023-01-31,TP,Oui,1.5
989,380,107,2024-02-05,Cours,Non,1.5
2176,380,123,2025-05-18,Cours,Non,1.5
3332,192,140,2024-08-07,TD,Oui,1.5
2270,192,145,2025-01-06,TD,Non,1.5
4259,192,127,2024-02-07,TD,Oui,1.5
3336,192,134,2022-08-29,TP,Oui,1.5
3343,192,146,2022-07-13,TP,Oui,1.5
3344,192,127,2023-05-06,Cours,Oui,1.5
3345,192,143,2022-01-26,TD,Non,1.5
205,402,146,2023-08-18,TP,Non,-1.5
3348,402,128,2025-03-31,TP,Oui,1.5
3350,402,128,2024-05-02,TP,Non,1.5
