etd_id_note,etd_id_etudiant,etd_id_module,etd_id_enseignant,etd_annee_universitaire,etd_semestre,etd_type_examen,etd_note,etd_date_examen,etd_session
9392,218,177,50,2023-2024,-1,TP,17.1,2025-07-09,Normale
4553,218,184,17,2022-2023,2,Examen Final,8.72,2023-02-20,Rattrapage
9394,218,184,17,2022-2023,2,CC,18.54,2022-08-06,Normale
9395,218,184,17,2022-2023,2,TP,9.38,2023-07-01,Normale
14712,218,176,19,2023-2024,1,TP,11.9,2024-10-21,Normale
9397,218,176,19,2023-2024,1,Examen Final,16.96,2022-06-10,Normale
9398,218,176,19,2023-2024,1,CC,14.86,2025-08-01,Normale
10314,218,183,1,2023-2024,2,TP,15.67,2024-06-14,Normale
9409,218,185,42,2022-2023,2,TP,19.8,2025-04-09,Normale
9410,218,185,42,2022-2023,2,CC,7.72,2024-11-08,Rattrapage
9414,219,209,36,2022-2023,2,CC,6.27,2024-01-12,Normale
4586,219,200,26,2022-2023,1,TP,10.92,2024-12-27,Normale
9421,219,208,9,2022-2023,2,CC,4.95,2023-12-28,Rattrapage
9425,219,204,26,2023-2024,1,CC,16.65,2023-02-16,Normale
9426,219,203,36,2022-2023,1,TP,11.92,2025-09-19,Normale
9427,219,203,36,2022-2023,1,Examen Final,4.72,2025-10-25,Normale
9428,219,201,36,2022-2023,1,TP,9.29,2022-03-26,Rattrapage
7980,219,202,24,2024-2025,1,Examen Final,13.76,2025-05-29,Normale
9430,219,202,24,2024-2025,1,TP,7.02,2024-12-03,Rattrapage
9432,219,206,26,2022-2023,2,Examen Final,16.31,2022-12-09,Normale
15662,219,206,26,2022-2023,2,TP,15.87,2022-12-12,Normale
9435,219,205,26,2023-2024,2,CC,18.33,2022-08-09,Normale
1097,219,205,26,2023-2024,2,Examen Final,12.82,2025-10-28,Normale
9439,219,199,8,2023-2024,1,TP,12.93,2022-01-30,Normale
9440,430,98,55,2023-2024,4,CC,6.75,2023-09-13,Rattrapage
9444,430,91,14,2022-2023,-3,CC,4.42,2024-07-17,Normale
9447,430,81,18,2024-2025,1,Examen Final,11.24,2024-06-04,Normale
16848,430,88,51,2022-2023,3,Examen Final,14.36,2022-07-29,Normale
13662,430,92,5,2022-2023,3,CC,4.13,2025-04-17,Rattrapage
9453,430,92,5,2022-2023,3,Examen Final,15.29,2025-05-28,Normale
2336,431,188,10,2024-2025,1,TP,7.17,2024-10-05,Normale
9460,431,193,15,2022-2023,-2,TP,7.2,2023-11-21,Normale
9465,431,189,34,2022-2023,-1,CC,16.01,2025-11-18,Normale
9468,431,196,6,2022-2023,-2,Examen Final,4.47,2025-08-07,Normale
9470,431,194,15,2024-2025,2,CC,9.48,2024-06-03,Rattrapage
9471,431,194,15,2024-2025,2,TP,11.94,2023-03-01,Normale
9477,220,178,52,2024-2025,1,CC,8.61,2023-02-06,Normale
2922,220,185,42,2022-2023,2,Examen Final,19.34,2025-08-25,Normale
9488,220,184,27,2024-2025,2,Examen Final,11.66,2023-09-19,Normale
9490,220,177,33,2022-2023,-1,Examen Final,4.08,2025-11-16,Normale
5645,220,177,33,2022-2023,1,TP,7.72,2022-09-29,Normale
9492,220,177,33,2022-2023,1,CC,11.81,2025-02-22,Normale
9494,220,175,21,2024-2025,1,CC,6.74,2025-09-26,Rattrapage
9499,221,160,49,2022-2023,2,Examen Final,15.37,2022-05-27,Normale
9500,221,160,49,2022-2023,2,TP,8.91,2022-01-23,Normale
3951,221,161,14,2024-2025,2,TP,18.09,2022-11-20,Normale
16121,221,153,20,2023-2024,1,Examen Final,17.97,2025-07-04,Normale
9985,221,151,12,2023-2024,1,TP,13.48,2022-11-12,Normale
7138,221,156,43,2022-2023,-1,TP,14.02,2025-06-23,Normale
9516,221,154,48,2022-2023,1,TP,12.82,2024-08-16,Normale
9519,222,88,34,2023-2024,3,TP,8.09,2024-11-08,Rattrapage
16775,222,76,34,2023-2024,-1,CC,17.12,2024-02-22,Normale
9523,222,96,55,2024-2025,4,TP,14.02,2025-04-18,Normale
13762,222,93,46,2024-2025,3,CC,6.77,2022-05-09,Normale
10733,222,85,12,2023-2024,2,Examen Final,15.29,2022-08-26,Normale
9531,222,80,14,2023-2024,1,Examen Final,4.84,2023-08-03,Rattrapage
12788,222,98,25,2022-2023,4,CC,15.3,2023-07-30,Normale
9534,222,98,25,2022-2023,4,Examen Final,19.62,2025-08-23,Normale
3761,222,98,25,2022-2023,4,TP,8.22,2024-04-18,Normale
9537,222,91,14,2022-2023,-3,CC,16.94,2023-07-14,Normale
9538,222,89,43,2022-2023,3,Examen Final,19.11,2025-09-02,Normale
17222,222,89,43,2022-2023,3,TP,14.43,2023-04-22,Normale
9541,222,90,46,2023-2024,3,TP,5.22,2024-09-01,Normale
13996,222,90,46,2023-2024,3,CC,6.8,2025-05-15,Rattrapage
9544,223,200,8,2023-2024,1,CC,8.53,2024-06-07,Rattrapage
14683,223,204,18,2022-2023,1,CC,17.31,2025-08-21,Normale
9550,223,201,49,2024-2025,1,CC,12.41,2022-09-05,Normale
9551,223,201,49,2024-2025,1,Examen Final,17.23,2022-04-19,Normale
9555,223,208,9,2022-2023,2,Examen Final,6.61,2022-07-19,Normale
19558,223,205,26,2023-2024,2,CC,9.39,2022-06-17,Normale
17851,223,205,26,2023-2024,2,Examen Final,10.39,2024-02-23,Normale
16562,223,203,26,2023-2024,1,Examen Final,11.41,2025-07-20,Normale
10652,223,199,49,2024-2025,1,Examen Final,7.72,2025-07-08,Normale
9566,223,199,49,2024-2025,-1,TP,12.88,2023-01-14,Normale
9567,223,199,49,2024-2025,1,CC,19.97,2022-12-04,Normale
9568,223,206,26,2022-2023,-2,Examen Final,5.26,2024-11-12,Rattrapage
9569,223,202,44,2022-2023,1,CC,4.33,2023-09-26,Rattrapage
9550,436,189,10,2024-2025,1,CC,8.13,2022-07-02,Rattrapage
9575,436,192,38,2024-2025,1,CC,11.09,2024-03-07,Normale
9576,436,193,46,2023-2024,2,CC,15.25,2022-08-06,Normale
2015,436,193,46,2023-2024,2,TP,10.2,2024-04-03,Normale
9578,436,190,49,2024-2025,1,TP,16.74,2025-01-07,Normale
9581,436,197,5,2024-2025,2,TP,18.7,2022-05-26,Normale
7100,436,197,5,2024-2025,-2,CC,12.19,2024-12-30,Normale
9583,436,191,46,2023-2024,1,Examen Final,7.62,2023-06-06,Rattrapage
9584,436,191,46,2023-2024,1,CC,18.35,2022-04-25,Normale
8109,436,187,47,2023-2024,1,TP,6.74,2025-03-14,Normale
9587,436,196,12,2023-2024,2,Examen Final,19.44,2022-11-09,Normale
9590,436,194,34,2022-2023,2,Examen Final,19.23,2024-09-04,Normale
9591,436,188,10,2024-2025,1,CC,5.09,2022-05-09,Normale
9593,436,195,10,2023-2024,2,Examen Final,5.6,2025-02-10,Rattrapage
9595,16,173,48,2023-2024,2,Examen Final,5.61,2023-10-09,Rattrapage
9600,16,167,19,2022-2023,1,CC,7.07,2025-03-12,Rattrapage
3040,16,167,19,2022-2023,1,TP,10.76,2025-07-16,Normale
16165,16,165,53,2022-2023,1,TP,14.76,2025-10-02,Normale
9606,16,165,53,2022-2023,1,CC,15.06,2024-11-23,Normale
9607,16,165,53,2022-2023,1,Examen Final,15.85,2023-01-27,Normale
9609,16,166,53,2022-2023,-1,TP,13.48,2025-09-24,Normale
9610,16,169,4,2023-2024,2,CC,17.22,2022-09-11,Normale
9612,16,171,4,2022-2023,2,CC,18.42,2025-01-19,Normale
9613,16,164,35,2024-2025,1,CC,13.04,2023-07-29,Normale
9614,16,168,53,2022-2023,1,TP,18.92,2024-05-10,Normale
9618,225,35,25,2023-2024,2,Examen Final,16.44,2025-03-24,Normale
9619,225,35,25,2023-2024,2,CC,18.57,2024-11-23,Normale
3608,225,26,43,2023-2024,1,CC,18.67,2024-07-26,Normale
9624,225,26,43,2023-2024,1,TP,9.09,2025-10-26,Rattrapage
631,225,29,46,2024-2025,1,Examen Final,15.02,2025-06-29,Normale
9627,225,47,43,2024-2025,4,TP,5.54,2023-06-13,Normale
9628,225,47,43,2024-2025,4,CC,9.25,2024-06-29,Normale
13964,225,47,43,2024-2025,4,Examen Final,16.04,2024-08-25,Normale
9630,225,27,5,2022-2023,-1,Examen Final,16.87,2024-08-25,Normale
9632,225,32,18,2023-2024,2,CC,12.27,2025-04-26,Normale
9634,225,32,18,2023-2024,2,Examen Final,5.62,2025-03-27,Normale
9636,225,31,20,2022-2023,1,TP,8.78,2022-02-14,Normale
10880,225,37,15,2022-2023,2,TP,14.62,2022-06-03,Normale
9639,225,45,43,2023-2024,4,TP,8.99,2025-11-08,Rattrapage
9640,225,45,43,2023-2024,4,CC,15.64,2024-01-03,Normale
178,225,28,5,2023-2024,1,CC,10.57,2022-11-29,Normale
9647,439,42,15,2024-2025,3,Examen Final,11.13,2022-05-20,Normale
9649,439,42,15,2024-2025,3,CC,13.19,2022-08-30,Normale
10677,439,44,10,2022-2023,4,CC,15.44,2023-12-21,Normale
9653,439,35,25,2022-2023,2,TP,11.26,2025-04-24,Normale
13850,439,31,48,2024-2025,1,CC,16.87,2023-06-10,Normale
9656,439,38,38,2023-2024,3,Examen Final,4.66,2024-07-08,Rattrapage
9657,439,38,38,2023-2024,3,CC,18.34,2024-10-14,Normale
9658,439,30,38,2023-2024,-1,CC,4.35,2024-07-12,Normale
9659,439,39,20,2023-2024,3,CC,9.13,2022-03-01,Rattrapage
16718,439,39,20,2023-2024,3,Examen Final,5.88,2025-08-07,Normale
9661,439,39,20,2023-2024,3,TP,11.65,2024-03-14,Normale
5380,439,32,51,2024-2025,2,Examen Final,11.3,2022-01-10,Normale
9663,439,34,47,2024-2025,-2,CC,18.26,2023-07-26,Normale
8069,226,181,17,2022-2023,-24,Examen Final,6.5,2024-09-23,Normale
9667,226,182,27,2024-2025,2,TP,14.83,2024-06-18,Normale
9671,226,179,42,2022-2023,1,TP,17.56,2025-06-17,Normale
9672,226,179,42,2022-2023,1,Examen Final,14.69,2024-01-14,Normale
9673,226,178,33,2022-2023,1,CC,14.67,2024-10-01,Normale
9677,226,183,1,2023-2024,-2,CC,11.76,2023-09-08,Normale
18073,226,177,50,2023-2024,1,Examen Final,11.13,2022-06-08,Normale
9680,226,180,39,2023-2024,1,TP,14.68,2024-11-01,Normale
9681,226,180,39,2023-2024,1,CC,16.71,2025-10-03,Normale
9684,226,176,33,2024-2025,1,CC,14.98,2022-03-04,Normale
9685,441,158,30,2023-2024,2,Examen Final,16.35,2023-12-10,Normale
9687,441,158,30,2023-2024,2,CC,8.69,2025-10-17,Normale
9689,441,159,43,2022-2023,2,TP,14.57,2024-05-24,Normale
9691,441,155,51,2023-2024,1,CC,11.91,2023-12-18,Normale
9693,441,157,18,2023-2024,2,CC,19.93,2025-11-09,Normale
9697,441,161,14,2024-2025,-2,TP,5.84,2022-10-13,Normale
5159,441,153,20,2023-2024,1,TP,11.15,2024-09-22,Normale
4119,441,153,20,2023-2024,-1,CC,12.97,2023-04-14,Normale
9705,227,82,47,2024-2025,2,Examen Final,12.39,2024-03-09,Normale
16577,227,82,47,2024-2025,2,CC,13.61,2024-10-15,Normale
9710,227,78,48,2022-2023,1,TP,9.56,2025-05-17,Normale
4650,227,93,46,2024-2025,3,CC,6.35,2023-08-19,Rattrapage
9714,227,83,25,2023-2024,-2,Examen Final,6.84,2023-07-03,Rattrapage
9716,227,89,43,2022-2023,3,Examen Final,12.48,2023-07-28,Normale
15981,228,200,8,2023-2024,-1,TP,14.71,2022-12-05,Normale
9723,228,209,36,2023-2024,2,CC,16.01,2023-02-26,Normale
9724,228,209,36,2023-2024,2,Examen Final,6.81,2022-02-24,Rattrapage
9725,228,201,54,2023-2024,1,TP,7.84,2024-08-15,Rattrapage
9726,228,201,54,2023-2024,1,Examen Final,19.28,2024-12-25,Normale
9727,228,208,36,2023-2024,2,Examen Final,5.24,2023-03-04,Normale
9728,228,208,36,2023-2024,2,CC,6.25,2025-01-20,Normale
9730,228,205,24,2024-2025,2,CC,19.34,2024-09-12,Normale
9731,228,203,36,2022-2023,1,TP,5.23,2023-07-23,Rattrapage
9735,228,199,49,2024-2025,1,TP,19.24,2024-01-19,Normale
9736,228,202,24,2024-2025,-1,Examen Final,15.03,2022-02-12,Normale
9737,228,202,24,2024-2025,1,CC,11.63,2022-09-02,Normale
7300,229,151,12,2023-2024,1,TP,5.11,2022-08-14,Normale
9740,229,151,12,2023-2024,1,Examen Final,9.98,2024-12-14,Rattrapage
9741,229,157,18,2023-2024,2,Examen Final,4.66,2022-11-19,Rattrapage
14435,229,154,48,2022-2023,-1,TP,6.16,2025-10-27,Normale
9750,229,155,20,2022-2023,1,CC,15.93,2022-12-21,Normale
9752,229,152,15,2024-2025,1,CC,10.96,2024-04-28,Normale
9753,229,152,15,2024-2025,1,TP,18.94,2025-07-29,Normale
9754,229,152,15,2024-2025,-1,Examen Final,8.92,2022-03-27,Rattrapage
9756,229,156,12,2023-2024,1,CC,14.61,2023-07-02,Normale
9760,230,51,29,2022-2023,1,CC,13.21,2024-01-06,Normale
17531,230,51,29,2022-2023,1,Examen Final,10.14,2022-04-11,Normale
18611,230,51,29,2022-2023,1,TP,12.47,2024-12-18,Normale
2640,230,68,8,2022-2023,3,Examen Final,8.22,2023-12-23,Rattrapage
9769,230,70,18,2024-2025,4,TP,16.46,2023-01-10,Normale
9770,230,70,18,2024-2025,4,Examen Final,11.44,2023-02-08,Normale
9772,230,72,26,2023-2024,4,Examen Final,8.89,2022-02-01,Rattrapage
9773,230,62,23,2023-2024,2,CC,15.87,2022-05-05,Normale
1058,446,130,21,2023-2024,1,Examen Final,13.82,2022-09-03,Normale
15810,446,134,41,2022-2023,2,CC,11.83,2022-07-19,Normale
9779,446,128,22,2022-2023,1,CC,7.05,2022-10-29,Normale
9780,446,128,22,2022-2023,1,Examen Final,9.2,2023-04-03,Normale
16022,446,139,48,2023-2024,3,Examen Final,15.69,2023-03-05,Normale
87,446,147,42,2024-2025,4,CC,11.53,2024-04-09,Normale
9786,446,136,48,2023-2024,2,CC,5.38,2024-12-20,Normale
9787,446,145,7,2023-2024,-4,Examen Final,13.73,2023-05-04,Normale
9791,446,135,28,2024-2025,2,TP,5.38,2025-12-03,Rattrapage
9794,446,132,3,2024-2025,2,TP,11.37,2022-07-21,Normale
9795,446,132,3,2024-2025,2,Examen Final,19.15,2023-03-11,Normale
6209,446,138,52,2023-2024,3,TP,12.67,2023-05-16,Normale
9800,446,133,41,2024-2025,2,Examen Final,12.79,2023-09-25,Normale
9600,446,133,41,2024-2025,2,CC,19.22,2023-07-28,Normale
10638,447,77,46,2024-2025,-1,TP,11.49,2024-05-06,Normale
9807,447,77,46,2024-2025,1,Examen Final,17.59,2025-05-09,Normale
9809,447,78,30,2024-2025,-1,CC,5.85,2025-06-16,Rattrapage
2192,447,78,30,2024-2025,1,TP,17.13,2022-01-22,Normale
9811,447,91,5,2024-2025,3,TP,5.36,2025-02-01,Normale
9812,447,91,5,2024-2025,3,CC,13.24,2022-06-28,Normale
12760,447,98,43,2024-2025,4,Examen Final,16.94,2022-02-15,Normale
4374,447,95,43,2023-2024,4,TP,16.78,2024-02-22,Normale
9822,447,86,18,2024-2025,2,CC,10.66,2025-03-08,Normale
9823,447,76,43,2024-2025,1,TP,16.38,2024-12-18,Normale
9824,447,97,43,2022-2023,4,CC,16.8,2023-12-18,Normale
8051,447,89,38,2024-2025,3,Examen Final,10.49,2023-05-19,Normale
9827,447,89,38,2024-2025,3,CC,5.55,2024-11-04,Normale
10425,447,82,47,2024-2025,2,TP,19.7,2025-01-23,Normale
5612,232,95,43,2023-2024,4,Examen Final,4.85,2023-03-25,Rattrapage
9835,232,81,38,2023-2024,1,TP,11.58,2025-06-10,Normale
9836,232,81,38,2023-2024,1,CC,5.06,2025-08-01,Rattrapage
9838,232,96,14,2022-2023,-4,Examen Final,14.21,2022-08-29,Normale
9839,232,97,48,2023-2024,4,Examen Final,18.65,2022-06-13,Normale
9840,232,97,48,2023-2024,-4,CC,5.5,2025-08-08,Normale
2148,232,93,34,2023-2024,3,TP,8.62,2025-12-26,Rattrapage
9847,232,80,14,2022-2023,1,Examen Final,18.59,2023-11-04,Normale
9849,232,80,14,2022-2023,1,TP,8.95,2025-07-13,Normale
9850,232,76,43,2024-2025,1,Examen Final,15.87,2025-11-09,Normale
9852,232,83,30,2024-2025,2,Examen Final,16.61,2023-04-02,Normale
9861,449,152,34,2023-2024,1,CC,7.42,2022-03-22,Normale
9863,449,154,48,2022-2023,1,Examen Final,7.76,2025-03-05,Normale
9864,449,154,48,2022-2023,1,CC,7.82,2023-08-02,Rattrapage
9311,449,154,48,2022-2023,1,TP,15.06,2025-09-22,Normale
10677,449,159,5,2024-2025,2,TP,17.05,2024-07-08,Normale
9868,449,160,20,2024-2025,2,TP,15.9,2024-01-07,Normale
9871,449,151,12,2023-2024,-1,Examen Final,19.73,2025-10-16,Normale
15072,449,151,12,2023-2024,1,CC,19.08,2025-04-20,Normale
4235,449,151,12,2023-2024,1,TP,14.5,2023-12-11,Normale
9875,233,182,27,2024-2025,-2,CC,14.96,2025-08-22,Normale
14201,233,181,21,2023-2024,2,CC,18.29,2024-07-19,Normale
9878,233,181,21,2023-2024,2,TP,4.05,2025-01-13,Rattrapage
9882,233,178,33,2022-2023,1,Examen Final,8.1,2024-02-05,Rattrapage
9883,233,175,21,2024-2025,1,Examen Final,8.01,2022-10-17,Rattrapage
5038,233,179,42,2024-2025,1,TP,8.26,2022-12-02,Rattrapage
9885,233,179,42,2024-2025,1,Examen Final,12.95,2024-10-05,Normale
9886,233,179,42,2024-2025,1,CC,4.91,2022-10-20,Normale
19988,233,176,33,2024-2025,1,Examen Final,6.76,2022-08-03,Normale
9897,233,177,50,2023-2024,1,Examen Final,16.91,2023-01-11,Normale
9899,451,111,27,2024-2025,2,TP,4.31,2023-08-27,Rattrapage
9900,451,111,27,2024-2025,2,Examen Final,8.19,2023-01-03,Rattrapage
9901,451,111,27,2024-2025,2,CC,18.39,2023-10-12,Normale
13312,451,119,32,2023-2024,4,CC,14.42,2025-06-10,Normale
18563,451,119,32,2023-2024,4,TP,10.83,2025-07-04,Normale
9906,451,103,4,2024-2025,1,CC,8.24,2023-12-02,Rattrapage
9908,451,114,53,2022-2023,3,TP,17.13,2023-03-19,Normale
9910,451,110,22,2023-2024,2,TP,17.34,2023-07-22,Normale
9911,451,110,22,2023-2024,2,Examen Final,4.63,2023-03-04,Rattrapage
9912,451,120,39,2024-2025,4,Examen Final,9.82,2022-10-24,Normale
9914,451,120,39,2024-2025,-4,CC,4.79,2025-06-20,Rattrapage
9916,451,122,52,2022-2023,4,TP,15.73,2025-02-22,Normale
9918,451,123,21,2022-2023,-4,Examen Final,5.52,2023-03-09,Rattrapage
9921,452,47,43,2024-2025,4,CC,10.84,2023-05-05,Normale
9922,452,47,43,2024-2025,4,Examen Final,16.13,2022-08-19,Normale
2022,452,30,48,2024-2025,1,TP,10.63,2025-03-14,Normale
9925,452,30,48,2024-2025,1,CC,5.43,2024-03-30,Rattrapage
12576,452,33,30,2022-2023,-2,CC,19.18,2022-11-02,Normale
9931,452,38,15,2022-2023,3,Examen Final,9.64,2025-12-28,Normale
9932,452,46,48,2024-2025,-4,Examen Final,15.49,2023-12-27,Normale
9934,452,36,30,2022-2023,2,Examen Final,13.19,2022-08-01,Normale
9937,452,45,43,2023-2024,4,CC,12.61,2022-06-08,Normale
8607,452,39,20,2023-2024,3,CC,4.06,2025-08-08,Rattrapage
9942,235,153,20,2023-2024,1,TP,9.48,2024-12-03,Normale
9943,235,157,18,2023-2024,2,TP,13.78,2023-07-23,Normale
9945,235,157,18,2023-2024,2,CC,5.44,2023-10-02,Rattrapage
14538,235,154,48,2022-2023,1,CC,9.51,2025-09-29,Rattrapage
9948,235,158,20,2024-2025,2,TP,7.47,2025-07-18,Normale
9950,235,160,49,2022-2023,2,CC,13.23,2025-04-17,Normale
9951,235,155,51,2023-2024,1,Examen Final,14.43,2025-05-21,Normale
9952,235,152,34,2023-2024,1,TP,6.18,2023-10-22,Normale
9954,235,159,18,2023-2024,-2,TP,16.67,2022-01-02,Normale
2803,235,161,51,2022-2023,2,Examen Final,17.32,2024-06-27,Normale
9957,235,151,20,2022-2023,1,TP,8.51,2025-04-11,Rattrapage
9958,235,151,20,2022-2023,1,Examen Final,19.47,2024-05-29,Normale
9959,235,151,20,2022-2023,1,CC,5.87,2024-11-28,Normale
9961,454,27,12,2024-2025,1,CC,13.28,2022-09-22,Normale
16008,454,43,47,2023-2024,3,TP,8.15,2023-03-10,Normale
656,454,48,47,2022-2023,-4,TP,17.85,2025-04-04,Normale
8551,454,42,25,2022-2023,3,Examen Final,18.62,2022-12-13,Normale
8895,454,42,25,2022-2023,3,TP,11.67,2025-02-23,Normale
3751,454,31,20,2022-2023,1,CC,6.7,2023-04-21,Normale
9971,454,26,20,2022-2023,-1,TP,4.79,2025-08-21,Normale
9972,454,41,48,2023-2024,3,CC,11.7,2024-12-29,Normale
9315,454,41,48,2023-2024,3,TP,4.79,2025-01-15,Rattrapage
9976,454,47,38,2023-2024,4,CC,16.74,2024-01-27,Normale
9978,454,35,34,2024-2025,2,TP,16.49,2022-10-15,Normale
9979,454,35,34,2024-2025,2,Examen Final,14.34,2024-11-10,Normale
9980,454,34,6,2023-2024,2,CC,19.42,2025-04-09,Normale
9981,455,98,43,2024-2025,-4,TP,6.01,2025-06-10,Rattrapage
9984,455,85,5,2024-2025,2,TP,16.16,2025-12-01,Normale
9985,455,94,15,2022-2023,-4,Examen Final,14.06,2022-06-02,Normale
9987,455,94,15,2022-2023,4,CC,15.04,2023-11-27,Normale
9989,455,84,47,2024-2025,2,Examen Final,11.03,2025-09-03,Normale
9991,455,79,25,2023-2024,1,CC,9.86,2024-04-02,Normale
9992,455,79,25,2023-2024,1,Examen Final,17.04,2023-12-17,Normale
9993,455,79,25,2023-2024,1,TP,13.99,2022-08-23,Normale
9994,455,96,55,2024-2025,4,CC,8.25,2025-07-16,Rattrapage
9996,455,90,47,2022-2023,3,TP,19.73,2025-08-22,Normale
10003,455,76,34,2023-2024,1,CC,5.41,2023-06-25,Rattrapage
16122,455,91,14,2022-2023,3,CC,6.9,2023-04-27,Rattrapage
10009,455,82,47,2024-2025,2,CC,12.01,2025-09-21,Normale
10010,455,82,47,2024-2025,-2,Examen Final,9.29,2022-05-14,Rattrapage
10011,455,80,14,2023-2024,1,TP,8.56,2024-03-31,Normale
11282,455,95,15,2024-2025,-4,Examen Final,18.37,2023-07-07,Normale
10013,456,208,9,2022-2023,2,Examen Final,10.41,2025-01-12,Normale
14808,456,203,36,2022-2023,1,TP,10.23,2024-02-28,Normale
10018,456,207,24,2022-2023,2,TP,13.07,2025-09-04,Normale
10019,456,202,48,2023-2024,1,Examen Final,5.85,2024-07-05,Rattrapage
7992,456,201,36,2022-2023,1,TP,9.66,2025-12-30,Rattrapage
5965,456,201,36,2022-2023,-1,Examen Final,12.53,2025-05-01,Normale
10025,456,209,36,2022-2023,2,TP,15.73,2023-11-12,Normale
9972,456,209,36,2022-2023,2,CC,18.7,2024-11-10,Normale
10029,456,205,24,2024-2025,2,TP,14.04,2025-07-14,Normale
10033,456,200,26,2022-2023,1,CC,6.06,2023-11-01,Normale
10034,457,92,5,2022-2023,3,TP,8.21,2024-06-09,Rattrapage
10035,457,92,5,2022-2023,3,Examen Final,16.53,2022-02-09,Normale
10782,457,78,30,2024-2025,1,Examen Final,17.7,2024-05-15,Normale
10044,457,96,14,2022-2023,-4,CC,12.83,2025-06-13,Normale
10046,457,81,18,2024-2025,1,CC,10.25,2024-04-03,Normale
10048,457,81,18,2024-2025,1,Examen Final,6.43,2025-08-12,Rattrapage
10050,457,98,43,2024-2025,4,CC,18.74,2023-12-12,Normale
10051,457,98,43,2024-2025,4,TP,16.54,2022-05-15,Normale
10052,457,82,25,2022-2023,2,TP,16.73,2024-06-15,Normale
10053,457,82,25,2022-2023,2,CC,12.81,2024-06-11,Normale
10054,457,77,51,2022-2023,1,Examen Final,16.76,2024-05-13,Normale
5846,457,97,48,2024-2025,4,CC,13.1,2022-10-27,Normale
10056,457,89,43,2023-2024,3,TP,7.3,2024-01-04,Normale
4236,457,89,43,2023-2024,3,CC,6.88,2022-01-03,Rattrapage
3353,457,84,5,2022-2023,-2,TP,9.49,2023-02-22,Normale
10060,457,84,5,2022-2023,2,Examen Final,7.04,2022-10-07,Rattrapage
9982,458,76,43,2024-2025,1,Examen Final,4.27,2022-07-12,Rattrapage
10062,458,76,43,2024-2025,1,TP,12.71,2024-02-02,Normale
13312,458,78,48,2022-2023,1,CC,9.44,2025-11-28,Rattrapage
18513,458,80,14,2022-2023,-1,Examen Final,8.14,2023-05-02,Normale
10068,458,82,5,2023-2024,-2,Examen Final,9.82,2022-05-10,Rattrapage
10069,458,82,5,2023-2024,2,TP,10.05,2023-02-02,Normale
10070,458,94,46,2024-2025,4,Examen Final,4.75,2022-11-26,Normale
18802,458,95,46,2022-2023,4,Examen Final,4.05,2022-06-21,Normale
15324,458,95,46,2022-2023,4,CC,17.31,2023-11-16,Normale
10073,458,95,46,2022-2023,4,TP,9.38,2025-10-10,Rattrapage
5328,458,77,51,2022-2023,1,CC,5.66,2025-11-19,Normale
10075,458,77,51,2022-2023,1,Examen Final,7.12,2025-08-27,Normale
10076,458,98,25,2022-2023,4,Examen Final,8.26,2025-07-13,Rattrapage
10078,458,98,25,2022-2023,4,TP,15.79,2025-04-06,Normale
10081,458,86,47,2023-2024,2,Examen Final,5.95,2023-11-29,Rattrapage
10084,458,90,46,2023-2024,3,CC,19.49,2024-07-10,Normale
10086,458,92,5,2022-2023,3,CC,15.68,2025-11-21,Normale
10087,239,152,55,2022-2023,1,Examen Final,10.75,2024-08-22,Normale
10089,239,152,55,2022-2023,1,TP,6.01,2022-07-11,Normale
10090,239,160,51,2023-2024,2,CC,5.24,2022-03-05,Normale
10092,239,160,51,2023-2024,2,TP,10.28,2022-04-09,Normale
10093,239,158,30,2023-2024,2,CC,17.25,2024-05-05,Normale
10096,239,153,48,2022-2023,1,Examen Final,11.55,2025-07-20,Normale
10097,239,153,48,2022-2023,-1,TP,6.91,2025-12-16,Rattrapage
10099,239,151,5,2024-2025,1,Examen Final,9.45,2023-01-07,Normale
10101,239,151,5,2024-2025,1,TP,16.37,2024-04-18,Normale
10104,239,157,5,2024-2025,2,CC,9.64,2025-02-08,Normale
10105,239,156,38,2024-2025,1,TP,16.2,2022-12-07,Normale
10106,239,156,38,2024-2025,1,CC,17.98,2023-08-29,Normale
9058,239,155,34,2024-2025,1,CC,10.5,2024-11-09,Normale
10111,239,161,49,2023-2024,2,TP,16.62,2025-09-29,Normale
10113,239,161,49,2023-2024,2,CC,8.86,2025-09-23,Rattrapage
10114,460,196,6,2022-2023,2,Examen Final,6.12,2024-09-09,Normale
10116,460,196,6,2022-2023,2,TP,5.37,2024-12-31,Normale
2172,460,191,34,2022-2023,-1,TP,5.84,2023-03-10,Normale
10118,460,191,34,2022-2023,1,Examen Final,15.73,2023-12-22,Normale
10119,460,197,20,2023-2024,2,Examen Final,18.34,2025-03-15,Normale
10120,460,197,20,2023-2024,2,CC,16.45,2023-03-02,Normale
10124,460,189,10,2024-2025,1,TP,6.57,2023-12-05,Rattrapage
10125,460,189,10,2024-2025,-1,Examen Final,19.5,2023-03-11,Normale
19053,460,188,10,2024-2025,1,CC,12.27,2025-11-01,Normale
10127,460,188,10,2024-2025,1,Examen Final,13.03,2022-06-21,Normale
12432,460,190,49,2024-2025,1,CC,4.59,2023-12-10,Normale
17962,460,195,10,2023-2024,2,Examen Final,10.32,2025-07-23,Normale
10133,460,195,10,2023-2024,2,TP,10.51,2022-05-27,Normale
12636,461,169,4,2023-2024,2,TP,9.49,2022-05-23,Normale
